7046971683,LEASE RETAIL/OFFICE SPACE PERFECT FOR YOUR BUSINESS ZONED C-8,2500.0,1000.0,,POINT (-122.907089 49.20414),2019-12-30 11:59,2.5
7046971604,Waterfront public market - Multiple spaces available,42.0,1100.0,,POINT (-122.915092 49.19921),2019-12-30 11:59,0.03818181818181818
7047267528,1 Private Bedroom/1 Shared Bath in a 3 Bed/2 Bath Apartment For Rent,900.0,1000.0,,POINT (-122.914631 49.2009),2019-12-31 00:04,0.9
7044996644,"1 Bedroom in Rarely Available ""Westerly"" Complex",1675.0,682.0,1.0,POINT (-122.8998 49.22),2019-12-30 22:41,2.456011730205278
7044996716,"1 Bedroom in Rarely Available ""Westerly"" Complex",1675.0,682.0,1.0,POINT (-122.8998 49.22),2019-12-30 22:41,2.456011730205278
7047241722,House for rent,2500.0,1077.0,3.0,POINT (-122.941377 49.19315),2019-12-30 21:13,2.3212627669452184
7032369078,It can be your new home - one bedroom in New West,1430.0,650.0,1.0,POINT (-122.9384 49.188),2019-12-30 20:58,2.2
7047219919,#### AWESOME APARTMENT ####,1295.0,700.0,1.0,POINT (-122.931679 49.21054),2019-12-30 19:48,1.85
7047214147,"FURNISHED New River Front Condo, ALL Utilities Included",2800.0,890.0,2.0,POINT (-122.917464 49.198),2019-12-30 19:29,3.1460674157303368
7047404710,WOW...FABULOUS 2 BEDROOM CONDO FOR RENT ....CHEAP !!,2200.0,850.0,2.0,POINT (-122.925372 49.21018),2019-12-31 08:44,2.588235294117647
7032719318,"New appliances including dishwasher, floors, bathtub, vanity, faucets.",1565.0,590.0,1.0,POINT (-122.880543 49.23382),2019-12-31 08:42,2.652542372881356
7037950051,"New appliances including dishwasher, Storage locker, 100% smoke-free",1750.0,830.0,2.0,POINT (-122.880543 49.23382),2019-12-31 08:03,2.108433734939759
7041210509,LEASE COMMERCIAL OFFICE UNDEVELOPED SHELL STATE & READY FOR YOUR IDEAS,17.0,3236.0,,POINT (-122.905962 49.20416),2019-12-31 07:28,0.005253399258343634
7033664945,Spacious and cosy one bedroom suite,1430.0,650.0,1.0,POINT (-122.9384 49.188),2019-12-31 13:50,2.2
