7028108329,Large private balcony Townhouse 2 bedroom en-suite,2888.0,1000.0,2.0,POINT (-123.116773 49.16283),2019-12-15 09:24,2.888
7038762870,Beautiful 4 Bedroom House for Rent,2700.0,2219.0,4.0,POINT (-123.097081 49.14644),2019-12-14 22:59,1.216764308246958
7033798266,Richmond private ground level suite,1500.0,880.0,1.0,POINT (-123.168111 49.15688),2019-12-15 11:26,1.7045454545454546
7032457101,Main Upper unit with 2bath & Private Garage in Detach HSE @ # 5/CAMBIE,2500.0,1521.0,3.0,POINT (-123.0386 49.185),2019-12-15 11:21,1.643655489809336
7038987180,Richmond Studio Apartment,1250.0,500.0,,POINT (-123.1368 49.1),2019-12-15 11:18,2.5
7038982848,"Bigger 2 Bed 2 Bath with River Views, Capstan Village",2400.0,1071.0,2.0,POINT (-123.1168 49.183),2019-12-15 11:11,2.2408963585434174
7038976034,Richmond House for Rent,2900.0,2400.0,4.0,POINT (-123.1705 49.132),2019-12-15 11:01,1.2083333333333333
7038964473,Newly-Renovated 2 Bedroom Apartment near Central Richmond,1850.0,950.0,2.0,POINT (-123.14366 49.16066),2019-12-15 10:52,1.9473684210526316
7039098406,Brand new condo next to Walmart (9551 Alexandra Rd),2150.0,764.0,2.0,POINT (-123.11733 49.17898),2019-12-15 14:28,2.8141361256544504
7037836795,"Richmond - 4 Bedroom House - Backyard, Carport",2000.0,1483.0,4.0,POINT (-123.102001 49.14519),2019-12-15 14:06,1.3486176668914365
7037844165,"Richmond- 3 Bedroom House- 7 Acres Land, Fireplaces, Games Room",3200.0,3286.0,3.0,POINT (-123.14778 49.12334),2019-12-15 14:05,0.9738283627510652
7037844869,"Richmond- 3 Bedroom Townhome- Brand New, Parking, Club, Fitness Centre",2850.0,1090.0,3.0,POINT (-123.116999 49.17884),2019-12-15 14:05,2.614678899082569
7030522196,1 BEDROOM+DEN APARTMENT AT MANDALAY,1800.0,650.0,1.0,POINT (-123.119493 49.16718),2019-12-15 13:45,2.769230769230769
7033532065,1 BEDROOM APPARTMENT AT HAMPTONS PARK,1800.0,650.0,1.0,POINT (-123.123327 49.16793),2019-12-15 13:44,2.769230769230769
7038964473,Newly-Renovated 2 Bedroom Apartment near Central Richmond,1850.0,950.0,2.0,POINT (-123.14366 49.16066),2019-12-15 10:52,1.947368421052632
7039189408,Fully furnished 2 bedrooms 2 bathrooms available immediately,2400.0,1008.0,2.0,POINT (-123.119052 49.18185),2019-12-15 17:47,2.380952380952381
7039187495,“FLO” concrete highrise fully furnished 2 bedroom 2 bath 1 parking,2400.0,850.0,2.0,POINT (-123.143477 49.17182),2019-12-15 17:42,2.8235294117647056
7037900351,Central Richmond near KPU 2 bed 2 bath furnished,1800.0,950.0,2.0,POINT (-123.127008 49.17393),2019-12-15 17:35,1.8947368421052635
7039182054,3 years hi-rise 2 bedrooms 2 bathrooms available immediately,2500.0,765.0,2.0,POINT (-123.126343 49.19031),2019-12-15 17:28,3.2679738562091503
7039179616,Concrete highrise across Richmond Oval 2 bdrm 2 bath 1 parking,2300.0,800.0,2.0,POINT (-123.148906 49.17313),2019-12-15 17:24,2.875
7039175632,"2 BR + Den (Furnished) Suite - $2,500",2500.0,968.0,2.0,POINT (-123.136339 49.1698),2019-12-15 17:13,2.5826446280991737
7026132710,"Mayfair Place – 2 bed 2 bath, 1 parking Semi-Furnished",2000.0,840.0,2.0,POINT (-123.114425 49.18176),2019-12-15 16:51,2.380952380952381
7039161219,Richmond Pacific Plaza Office Space,5800.0,1431.0,,POINT (-123.12614 49.18394),2019-12-15 16:39,4.053109713487072
7037551691,2 bedrooms apartment in Richmond for rent,2299.0,860.0,2.0,POINT (-123.121516 49.18102),2019-12-15 16:36,2.6732558139534883
7039133445,(ORCA_REF#12251)***4 Beds/3 Bath Family House in Richmond***,2500.0,2000.0,4.0,POINT (-123.088292 49.18922),2019-12-15 15:39,1.25
7031856852,Rarely Available 3 Bedrooms Condo in Central Richmond,2400.0,954.0,3.0,POINT (-123.112518 49.1893),2019-12-15 20:19,2.5157232704402515
7024429194,2nd floor office in Richmond Bridgeport Shell Avail Now,2000.0,1000.0,,POINT (-123.100433 49.19135),2019-12-15 20:11,2.0
7021663360,Richmond Stevenson North three-bedroom house- unfurnished (Richmond),2790.0,1618.0,3.0,POINT (-123.162648 49.12829),2019-12-15 20:05,1.7243510506798516
7039225321,"Available Feb. 1 - Lovely 1 bed + den INCLUDES Heat, A/C, Parking",1900.0,655.0,1.0,POINT (-123.089789 49.13517),2019-12-15 19:28,2.9007633587786263
7021198136,Close to rmd DT and highway,1100.0,700.0,,POINT (-123.1168 49.183),2019-12-15 19:22,1.5714285714285714
7032262591,2 Bedroom Suite - Brand New!,1700.0,770.0,2.0,POINT (-123.070307 49.13847),2019-12-15 19:19,2.207792207792208
7039219240,2 bed 2 bath sub penthouse with VIEWS and A/C,1900.0,874.0,2.0,POINT (-123.1168 49.183),2019-12-15 19:09,2.1739130434782608
7039212325,Rental Agent - Helping You Get The Perfect Rental,1288.0,644.0,1.0,POINT (-123.1368 49.1),2019-12-15 19:05,2.0
7028114355,Large private balcony Townhouse 2 bedroom en-suite,1688.0,1000.0,1.0,POINT (-123.116773 49.16283),2019-12-15 18:34,1.6880000000000002
7034680824,Richmond Center 2 bed + 2 bath,2750.0,850.0,2.0,POINT (-123.1368 49.1),2019-12-15 18:26,3.2352941176470584
7037291171,"1 Bedroom 1 Bath, Brand New suite Separate Entrance - Avail Jan1 (1br)",1300.0,380.0,1.0,POINT (-123.158798 49.16977),2019-12-15 18:10,3.4210526315789487
7038987180,Richmond Studio Apartment,1350.0,500.0,,POINT (-123.1368 49.1),2019-12-15 11:18,2.7
7037411546,1 bedroom plus den,1750.0,585.0,1.0,POINT (-123.124237 49.16651),2019-12-15 22:28,2.9914529914529915
7039264149,1 bedroom unit minutes from Richmond Centre,800.0,899.0,1.0,POINT (-123.1368 49.1),2019-12-15 21:59,0.8898776418242491
7025409854,2-Bed 2-Bath Furnished Apartment in Central Richmond (next to Kwantlen,2200.0,967.0,2.0,POINT (-123.1168 49.183),2019-12-15 21:56,2.2750775594622543
7039263226,1 bedroom unit minutes from Richmond Centre,800.0,899.0,1.0,POINT (-123.1368 49.1),2019-12-15 21:54,0.8898776418242491
7039259596,3 bedroom (3 bdrm) Upper Level Suite w/ Large Balcony,2200.0,1500.0,3.0,POINT (-123.178978 49.15822),2019-12-15 21:36,1.4666666666666666
7027309475,Top floor 2 beds & 2 baths 925 sqft,1999.0,925.0,2.0,POINT (-123.119405 49.18056),2019-12-15 21:28,2.161081081081081
7027912648,South Arm Ironwood 3 bedroom upper level pet friendly,1800.0,1200.0,3.0,POINT (-123.1171 49.12),2019-12-15 21:19,1.5
7027906535,South Arm Ironwood 3 bedroom upper level pet friendly,1800.0,1200.0,3.0,POINT (-123.1171 49.12),2019-12-15 21:19,1.5
7021644416,"richmond best  house ,can month till year rent",5200.0,3900.0,6.0,POINT (-123.183931 49.17169),2019-12-16 01:14,1.3333333333333333
7021644858,"richmond best  house ,can month till year rent",5200.0,3900.0,6.0,POINT (-123.183931 49.17169),2019-12-16 01:14,1.3333333333333333
7035325579,Great 2 Bedroom+2 Bathroom Condo For Rent In Richmond,2650.0,691.0,2.0,POINT (-123.145924 49.17545),2019-12-15 23:24,3.8350217076700432
7033683824,One bedroom for rent $650,650.0,650.0,,POINT (-123.0386 49.185),2019-12-16 05:06,1.0
7026219598,Female only big house two bedrooms for $550,550.0,2500.0,,POINT (-123.0386 49.185),2019-12-16 05:06,0.22
7027685596,"Highrise 1bdrm condo at 3111 Corvette Way, Richmond (West Cambie)",1850.0,615.0,1.0,POINT (-123.133377 49.18981),2019-12-16 08:14,3.008130081300813
7029120639,Very Central Location! Newer highrise in Centre Richmond,2000.0,834.0,2.0,POINT (-123.137914 49.16882),2019-12-16 07:10,2.3980815347721824
7022311705,Comfortable Newer Family Home in Central Location,3300.0,2300.0,4.0,POINT (-123.106527 49.18095),2019-12-16 07:10,1.434782608695652
7028023002,Almost brand new very Bright & spacious Lovely T-Home Central Location,2950.0,1600.0,3.0,POINT (-123.130917 49.14083),2019-12-16 07:09,1.84375
7039539517,New Renovation Corner Unit  3 Bedroom 2 Bathroom @ Brighouse East,2400.0,1055.0,3.0,POINT (-123.123977 49.16753),2019-12-16 10:29,2.2748815165876777
7039526481,Furnished Huge 6BR Home at Aberdeen Available NOW,5500.0,3100.0,6.0,POINT (-123.121194 49.18531),2019-12-16 10:26,1.7741935483870968
7039524258,Terra Nova Unfurnished 5 Bedroom 3 Bath House @ Available Jan 2020,3700.0,2300.0,5.0,POINT (-123.184075 49.16523),2019-12-16 10:24,1.608695652173913
7024093875,Beautiful Condo Unit in Central Richmond - New Paint & wood flooring,2500.0,2001.0,3.0,POINT (-123.1168 49.183),2019-12-16 10:23,1.249375312343828
7031159933,Richmond Furnished Rancher 3 bed + 2 bath single garage fenced yard,2500.0,1527.0,3.0,POINT (-123.172849 49.14319),2019-12-16 10:15,1.6371971185330714
7031160747,Richmond updated Rancher 3 bed + 2 bath single garage fenced yard,2300.0,1527.0,3.0,POINT (-123.172849 49.14319),2019-12-16 10:15,1.5062213490504257
7031557999,Richmond 2 beds 2 bath Brighouse  condo for rent,1900.0,951.0,2.0,POINT (-123.133006 49.17389),2019-12-16 10:15,1.9978969505783384
7023769036,Richmond 4 beds 4 baths townhouse PLUS 2 parkings at (Keefer Ave),2800.0,1600.0,4.0,POINT (-123.11694 49.15635),2019-12-16 10:15,1.75
7028730644,Richmond 2 bedrms 2baths Apartment for rent ( 8333 Anderson Road ),1950.0,760.0,2.0,POINT (-123.131084 49.16351),2019-12-16 10:15,2.5657894736842106
7032973988,Richmond 1bed condo for rent $1750,1750.0,640.0,,POINT (-123.12335 49.16871),2019-12-16 10:15,2.734375
7037394555,Richmond 4 bedrm 2baths house w extra storage space ( Lassam Road ),2800.0,2800.0,4.0,POINT (-123.163721 49.13529),2019-12-16 10:14,1.0
