7124207280,TOP FLOOR 2 Bed/Den/2 Bath Condo!!,289900.0,1076.0,2.0,POINT (-122.3485 49.038),2020-05-27 12:12,269.42379182156134
7124204156,"REDUCED!!Gated Complex in Sardis Park, 55+ Rancher w/ Basement",564900.0,2776.0,3.0,POINT (-121.957914 49.12534),2020-05-27 12:12,203.4942363112392
7124200301,Townhouse with Spectacular View-VIDEO TOUR!,592000.0,2673.0,3.0,POINT (-121.996366 49.1605),2020-05-27 12:12,221.47399925177703
7129472744,Family Home in FABULOUS Sardis area,659900.0,1619.0,3.0,POINT (-121.970467 49.13361),2020-05-27 12:12,407.597282273008
7129471219,VIDEO Walk-thru...Gated Townhouse with VIEW!,592000.0,2673.0,3.0,POINT (-121.99804 49.15952),2020-05-27 12:12,221.47399925177703
7129470477,55+ ? This Rancher is located in Sardis Gated Complex!,564900.0,2776.0,3.0,POINT (-121.957799 49.12539),2020-05-27 12:12,203.4942363112392
7129469516,Condo for sale...YES IT IS ON THE TOP FLOOR!,289900.0,1076.0,2.0,POINT (-122.295701 49.0494),2020-05-27 12:12,269.42379182156134
7124196724,Affordable Living near Garrison Crossing...2B/1b,99900.0,826.0,2.0,POINT (-121.962144 49.1077),2020-05-27 12:12,120.94430992736078
7124192054,Fabulous Family Home in Sardis-VIDEO TOUR!,659900.0,1619.0,3.0,POINT (-121.970505 49.13332),2020-05-27 12:11,407.597282273008
7121107463,NEW PRICE ...FAMILY Home near schools,659900.0,1619.0,3.0,POINT (-121.9883 49.07),2020-05-27 12:11,407.597282273008
7118577974,Garrison Crossing Condo! 1 Bed/1 Bath in 640 sq ft,309900.0,640.0,1.0,POINT (-121.963421 49.10447),2020-05-27 12:11,484.21875
7116002395,Affordable-2Bed/1 bath Mobile Home in Family Friendly Park,99900.0,826.0,2.0,POINT (-121.962313 49.10767),2020-05-27 12:11,120.94430992736078
7124194570,Garrison Crossing Condo-Just Listed!,309900.0,640.0,1.0,POINT (-121.964754 49.10439),2020-05-27 12:11,484.21875
7116390172,Views from this GATED Rancher with Basement,592000.0,2673.0,3.0,POINT (-122.003464 49.15763),2020-05-27 12:11,221.47399925177703
7116394875,REDUCED!!Sardis Park gated Rancher with Basement!,564900.0,2776.0,3.0,POINT (-121.957936 49.12534),2020-05-27 12:11,203.4942363112392
7116404613,2 Bed/Den/2 Bath Condo in Abby-TOP FLOOR,289900.0,1076.0,2.0,POINT (-122.298984 49.0496),2020-05-27 12:10,269.42379182156134
7127381953,WOW!!! New Listing...Family Home near Park!,539900.0,2394.0,4.0,POINT (-121.957512 49.18024),2020-05-27 12:10,225.5221386800334
7119800228,Garrison Crossing Condo...JUST LISTED!,309900.0,640.0,1.0,POINT (-121.963904 49.10548),2020-05-27 12:10,484.21875
7129120541,Garrison Crossing Condo...INVESTORS??,309900.0,640.0,1.0,POINT (-121.964453 49.10436),2020-05-27 12:10,484.21875
7131332265,3 bedroom Main Floor of House with Big Back Yard,1650.0,1200.0,3.0,POINT (-122.3485 49.038),2020-05-27 11:54,1.375
7129336749,2 bedroom ground level basement for rent,1200.0,1300.0,,POINT (-122.299824 49.03247),2020-05-27 11:53,0.9230769230769232
7131309867,Industrial or Retail Unit FOR LEASE,4528.0,3505.0,,POINT (-121.960108 49.15422),2020-05-27 11:23,1.2918687589158344
7128816398,Great Family Home in Desired McMillan Neighborhood!,799900.0,2754.0,3.0,POINT (-122.256762 49.04296),2020-05-27 11:07,290.45025417574436
7128038753,A Rare Gem!! Stately Tudor Home on 1/2 Acre Lot!!,1250000.0,4601.0,6.0,POINT (-122.248242 49.06326),2020-05-27 11:07,271.6800695500978
7120210237,Brand New Open Plan Luxury Rancher w/TRIPLE-tandem Garage!!!,1188900.0,3017.0,3.0,POINT (-122.223748 49.04655),2020-05-27 11:07,394.0669539277428
7120817933,The PERFECT 4 Bed/2 Bath Rancher Awaits You in Central Abby!!,675000.0,2016.0,4.0,POINT (-122.273455 49.04349),2020-05-27 11:07,334.82142857142856
7131272797,Great Family & Starter House. 46073 Bonny Ave,2300.0,1929.0,4.0,POINT (-121.9046 49.183),2020-05-27 10:31,1.1923276308968378
7131266006,Farm house,2300.0,1800.0,3.0,POINT (-122.326927 49.00931),2020-05-27 10:22,1.2777777777777777
7128203449,Brand new 2 bedroom basement suite,1500.0,1000.0,2.0,POINT (-122.5047 49.646),2020-05-27 10:10,1.5
